﻿﻿﻿﻿chapter,arabic,korean,example_sentence,sentence_korean
6과,عَدَدُ,수,وَيَبْلُغُ عَدَدُ سُكَّانِهَا حَوَالَيْ 120 مِلْيُونَ نَسَمَةٍ.,그리고 그곳의 인구 (수)는 약 1억 2천만 명에 달한다.
6과,آثَارٌ,유적,فِيهَا آثَارٌ قَدِيمَةٌ وَعَرِيقَةٌ.,그곳에는 오래되고 유서 깊은 (유적)들이 있다.
6과,السُّيَّاحِ,관광객,وَيَزُورُهَا كَثِيرٌ مِنَ السُّيَّاحِ مِنْ جَمِيعِ أَنْحَاءِ الْعَالَمِ كُلَّ عَامٍ.,그리고 매년 전 세계 모든 곳에서 온 많은 (관광객)들이 그곳을 방문한다.
6과,أَهْرَامَاتِ,피라미드,سَأَزُورُ أَهْرَامَاتِ الْجِيزَةِ، وَمَعْبَدَ أَبُو سِمْبِل.,나는 기자(Giza)의 (피라미드)들과 아부 심벨 신전을 방문할 것이다.
6과,الأَثَرِيَّةِ,유적,وَغَيْرَهَا مِنَ الْأَمَاكِنِ الْأَثَرِيَّةِ الشَّهِيرَةِ.,그리고 그 외 유명한 (유적)지들을 방문할 것이다.
6과,طَقْسُ,날씨,طَقْسُ مِصْرَ حَارٌّ وَجَافٌّ فِي فَصْلِ الصَّيْفِ.,이집트의 (날씨)는 여름철에는 덥고 건조하다.
6과,مُعْتَدِلٌ,온화하고,وَمُعْتَدِلٌ فِي فَصْلِ الشِّتَاءِ، وَيَنْزِلُ الْمَطَرُ قَلِيلًا.,"그리고 겨울철에는 (온화하고), 비가 조금 내린다."
6과,الْمَأْكُولَاتِ,음식,سَأَكُلُ الْمَأْكُولَاتِ الْمِصْرِيَّةَ الشَّعْبِيَّةَ الشَّهِيرَةَ.,나는 유명한 이집트 대중 (음식)들을 먹을 것이다.
6과,الْكُشَرِي,쿠샤리,كَالْكُشَرِي وَالْحَمَامِ الْمَحْشِيِّ وَالْمُلُوخِيَّةِ.," (쿠샤리)와 비둘기 속박이 요리(하맘 마흐쉬), 몰로키아 같은 것들을."
6과,الْمَشْوِيِّ,구운,وَلَحْمِ الْخَرُوفِ الْمَشْوِيِّ.,그리고 (구운) 양고기를 먹을 것이다.
6과,عَادَةً,보통,عَادَةً أَذْهَبُ إِلَى الْمَكْتَبَةِ فِي الصَّبَاحِ.,(보통) 나는 아침에 도서관에 간다.
6과,الْجَرِيدَةَ,신문,يَقْرَأُ الْجَرِيدَةَ الْآنَ.,그는 지금 (신문)을 읽고 있다.
6과,أَبْحَثُ,찾고,أَبْحَثُ عَنْ عَمَلٍ جَدِيدٍ.,나는 새 일자리를 (찾고) 있다.
6과,يَسْأَلُ,물어본다,يَسْأَلُ عَنْ رَقْمِ جَوَّالِهَا.,그는 그녀의 휴대폰 번호를 (물어본다).
6과,تَبْدَأُ,시작한다,تَبْدَأُ دِرَاسَةُ اللُّغَةِ الْعَرَبِيَّةِ.,아랍어 공부가 (시작한다).
6과,تَدْخُلُ,들어가니,هَلْ تَدْخُلُ إِلَى الصَّفِّ؟,너는 교실로 (들어가니)?
6과,تَطْلُبُ,주문하시겠습니까,مَاذَا تَطْلُبُ مِنَ الشَّرَابِ؟,음료는 무엇으로 (주문하시겠습니까)?
6과,فُنْدُقِ,호텔,يَنْزِلُ فِي فُنْدُقِ هِلْتُون الْآنَ.,그는 지금 힐튼 (호텔)에 묵고 있다.
6과,تَقَعُ,위치한다,تَقَعُ كُورِيَا فِي شَمَالِ شَرْقِ آسْيَا.,한국은 동북아시아에 (위치한다).
6과,لِأُسْرَتِهَا,가족,تَكْتُبُ رِسَالَةً لِأُسْرَتِهَا.,그녀는 그녀의 (가족)에게 편지를 쓴다.
6과,أَسْكُنُ,산다,أَسْكُنُ فِي مَدِينَةِ بُوسَان.,나는 부산시에 (산다).
6과,الْآنَ,지금,مَاذَا تَفْعَلِينَ الْآنَ يَا سَمِيرَةُ؟,"사미라야, 너는 (지금) 무엇을 하고 있니?"
6과,الْاجْتِمَاعَ,회의,هَلْ تَحْضُرُونَ الْاجْتِمَاعَ؟,당신들은 (회의)에 참석합니까?
6과,مَفْتُوحًا,열어,يَتْرُكُ الْبَابَ مَفْتُوحًا.,그는 문을 (열어) 둔다.
6과,أَطْبُخُ,요리한다,أَطْبُخُ الطَّعَامَ الْعَرَبِيَّ الْآنَ.,나는 지금 아랍 음식을 (요리한다).
6과,بِوَاجِبِي,의무,سَأَقُومُ بِوَاجِبِي نَحْوَ الْأُسْرَةِ.,나는 가족에 대한 나의 (의무)를 다할 것이다.
6과,يَخْرُجُونَ,나간다,يَخْرُجُونَ مِنَ الصَّفِّ.,그들은 교실에서 (나간다).
6과,شَهَادَةِ,학위,يَحْصُلْنَ عَلَى شَهَادَةِ الْمَاجِسْتِير.,그녀들은 석사 (학위)를 취득한다.
6과,يَأْكُلُونَ,먹는다,يَأْكُلُونَ الطَّعَامَ الْعَرَبِيَّ.,그들은 아랍 음식을 (먹는다).
6과,يَشْرَبُونَ,마신다,يَشْرَبُونَ الْقَهْوَةَ.,그들은 커피를 (마신다).
6과,مُهَنْدِسًا,엔지니어,أَعْمَلُ مُهَنْدِسًا فِي الشَّرِكَةِ.,나는 회사에서 (엔지니어)로 일한다.
6과,أَشْعُرُ,느끼게,الْمُوسِيقَى تَجْعَلُنِي أَشْعُرُ بِالرَّاحَةِ.,음악은 나를 편안하게 (느끼게) 해준다.
6과,أَزُورُ,방문한다,أَزُورُ الْقَاهِرَةَ قَرِيبًا.,나는 곧 카이로를 (방문한다).
6과,يَفْهَمُ,이해한다,يَفْهَمُ كَلَامَ الْأُسْتَاذِ.,그는 교수님의 말씀을 (이해한다).
6과,أَنَامُ,잔다,أَنَامُ مُبَكِّرًا فِي اللَّيْلِ.,나는 밤에 일찍 (잔다).
6과,أَرَى,본다,أَرَى صَدِيقِي يَشْرَبُ الشَّايَ.,나는 내 친구가 차를 마시는 것을 (본다).
6과,أَدْعُو,초대한다,أَدْعُو صَدِيقِي إِلَى الْعَشَاءِ.,나는 내 친구를 저녁 식사에 (초대한다).
6과,جُهْدًا,노력,يَبْذُلُ جُهْدًا فِي دِرَاسَةِ الْعَرَبِيَّةِ.,그는 아랍어 공부에 (노력)을 쏟는다.
6과,أَلَمٍ,통증,أَشْعُرُ بِأَلَمٍ شَدِيدٍ فِي بَطْنِي.,나는 배에 심한 (통증)을 느낀다.
6과,يَنْجَحُ,합격한다,يَنْجَحُ فِي الْامْتِحَانِ.,그는 시험에 (합격한다).
6과,تَفْرَحُ,기뻐한다,تَفْرَحُ بِنَجَاحِ ابْنِهَا.,그녀는 아들의 성공을 (기뻐한다).
6과,الْفَاتُورَةَ,계산서,يَطْلُبُ مِنِّي الْفَاتُورَةَ.,그는 나에게 (계산서)를 요청한다.
6과,يَمْنَعُنِي,못하게,يَمْنَعُنِي مِنَ السَّفَرِ.,그는 내가 여행하지 (못하게) 막는다.
6과,يَضَعُ,놓는다,يَضَعُ حَقِيبَتَهُ عَلَى الْمَكْتَبِ.,그는 책상 위에 그의 가방을 (놓는다).
6과,أَرْكَبُ,탄다,أَرْكَبُ دَرَّاجَةً فِي الْحَدِيقَةِ.,나는 공원에서 자전거를 (탄다).
6과,الصَّيْفِ,여름,سَأَزُورُ الْجَامِعَاتِ الْمِصْرِيَّةَ فِي الصَّيْفِ.,나는 (여름)에 이집트의 대학들을 방문할 것이다.
6과,الْمُدُنُ,도시,الْمُدُنُ حَدِيثَةٌ وَشَوَارِعُهَا وَاسِعَةٌ.,그 (도시)들은 현대적이고 거리들은 넓다.
6과,الْمَدَارِسِ,학교,يَدْرُسُونَ فِي الْمَدَارِسِ الْقَرِيبَةِ مِنْ هُنَا.,그들은 여기에서 가까운 (학교)들에서 공부한다.
6과,الدُّرُوسُ,수업,الدُّرُوسُ فِي الْكِتَابِ صَعْبَةٌ جِدًّا.,책에 있는 (수업)들은 매우 어렵다.
6과,سَيَّارَاتٌ,자동차,فِي كُورِيَا هُنَاكَ سَيَّارَاتٌ أَجْنَبِيَّةٌ كَثِيرَةٌ.,한국에는 많은 외국 (자동차)들이 있다.
6과,بُيُوتُهُمْ,집,بُيُوتُهُمْ بَعِيدَةٌ عَنْ وَسَطِ الْمَدِينَةِ.,그들의 (집)들은 시내 중심에서 멀다.
6과,أَشْيَاءُ,일,تَحْدُثُ أَشْيَاءُ كَثِيرَةٌ فِي حَيَاتِنَا.,우리 삶에는 많은 (일)들이 일어난다.
6과,كُتُبٌ,책,فِي مَكْتَبَةِ الْجَامِعَةِ هُنَاكَ كُتُبٌ كَثِيرَةٌ.,대학 도서관에는 많은 (책)들이 있다.
6과,الْمَصَانِعِ,공장,يَعْمَلُ الْمُهَنْدِسُونَ فِي الْمَصَانِعِ الْجَدِيدَةِ.,엔지니어들은 새로운 (공장)들에서 일한다.
6과,الْفَوَاكِهَ,과일,سَأَكُلُ الْفَوَاكِهَ الطَّازَجَةَ.,나는 신선한 (과일)들을 먹을 것이다.
6과,سَيَدْرُسُ,공부할,سَيَدْرُسُ مِين سُو اللُّغَةَ الْعَرَبِيَّةَ فِي مِصْرَ.,민수는 이집트에서 아랍어를 (공부할) 것이다.
6과,سَوْفَ,것이다,سَوْفَ أَذْهَبُ إِلَى الْمَدْرَسَةِ غَدًا.,나는 내일 학교에 갈 (것이다).
6과,سَيَرْجِعُونَ,돌아갈,سَيَرْجِعُونَ إِلَى بَلَدِهِمْ.,그들은 그들의 나라로 (돌아갈) 것이다.
6과,سَتَنْجَحُ,합격할,سَتَنْجَحُ سَمِيرَةُ فِي الْامْتِحَانِ.,사미라는 시험에 (합격할) 것이다.
6과,أَلْعَبُ,합니다,عَادَةً أَلْعَبُ كُرَةَ الْقَدَمِ فِي الْمَسَاءِ.,보통 나는 저녁에 축구를 (합니다).
6과,أَكُلُ,먹는다,أَكُلُ الْخُبْزَ وَالسَّلَطَةَ وَالْفَاكِهَةَ فِي الْفُطُورِ عَادَةً.,보통 나는 아침식사에 빵과 샐러드와 과일을 (먹는다).
6과,أَقْرَأُ,읽고,أَنَا أَقْرَأُ كِتَابًا الْآنَ.,나는 지금 책을 (읽고) 있다.
6과,يَدْرُسُ,공부하고,يَدْرُسُ فِي الْمَكْتَبَةِ الْآنَ.,그는 지금 도서관에서 (공부하고) 있다.
6과,سَأَدْرُسُ,공부할,سَأَدْرُسُ اللُّغَةَ الْعَرَبِيَّةَ غَدًا.,나는 내일 아랍어를 (공부할) 것이다.
6과,سَيَصِلُ,도착할,سَيَصِلُ الْقِطَارُ بَعْدَ قَلِيلٍ.,기차가 잠시 후에 (도착할) 것이다.
6과,أَفْهَمُ,이해한다,أَفْهَمُ الْمُشْكِلَةَ تَمَامًا.,나는 그 문제점을 충분히 (이해한다).
6과,يَشْرَبُ,마신다,يَشْرَبُ الْمُدَرِّسُونَ الشَّايَ.,선생님들이 차를 (마신다) (VSO).
6과,يَشْرَبُونَ,마신다,الْمُدَرِّسُونَ يَشْرَبُونَ الشَّايَ.,선생님들이 차를 (마신다) (SVO).
6과,تَقْرَأُ,읽는다,تَقْرَأُ الطَّالِبَاتُ الْكِتَابَ.,여학생들이 책을 (읽는다) (VSO).
6과,يَقْرَأْنَ,읽는다,الطَّالِبَاتُ يَقْرَأْنَ الْكِتَابَ.,여학생들이 책을 (읽는다) (SVO).
6과,يَشْرَبُونَ,마십니다,أَلْمُدَرِّسُونَ يَشْرَبُونَ الْقَهْوَةَ.,선생님들은 커피를 (마십니다).
6과,يَذْهَبُونَ,갑니다,أَلْطُّلَّابُ يَذْهَبُونَ إِلَى الْمَكْتَبَةِ.,학생들은 도서관에 (갑니다).
6과,تَعْمَلْنَ,일합니다,أَلْمُوَظَّفَاتُ تَعْمَلْنَ فِي الشَّرِكَةِ.,여직원들은 회사에서 (일합니다).
6과,تَأْكُلْنَ,먹습니다,أَلْمُدَرِّسَاتُ تَأْكُلْنَ الطَّعَامَ الْكُورِيَّ.,여선생님들은 한국 음식을 (먹습니다).
6과,يَلْعَبُونَ,합니다,أَلْطُّلَّابُ يَلْعَبُونَ كُرَةَ السَّلَّةِ.,학생들은 농구를 (합니다).
6과,يَعْمَلُ,일하지,لَا يَعْمَلُ أَبِي فِي هٰذِهِ الشَّرِكَةِ.,내 아버지는 이 회사에서 (일하지) 않는다.
6과,يَفْهَمُ,이해하지,سَلِيمٌ لَا يَفْهَمُ هٰذِهِ الْجُمْلَةَ.,살림은 이 문장을 (이해하지) 못한다.
6과,نَسْكُنُ,살지,لَا نَسْكُنُ فِي الْمَبْنَى.,우리는 그 건물에 (살지) 않는다.
6과,تَكْتُبُ,쓰지,أَلَا تَكْتُبُ رِسَالَةً إِلَى صَدِيقِكَ؟,너는 네 친구에게 편지를 (쓰지) 않느냐?
6과,تَسْكُنُ,사십니까,هَلْ تَسْكُنُ فِي وَسَطِ الْمَدِينَةِ؟,당신은 시내 중심가에 (사십니까)?
6과,تَرْجِعُ,돌아가십니까,هَلْ تَرْجِعُ إِلَى بَيْتِكَ بَعْدَ الدِّرَاسَةِ؟,당신은 공부 후에 집으로 (돌아가십니까)?
6과,تَذْهَبِينَ,가십니까,هَلْ تَذْهَبِينَ لِزِيَارَةِ عَائِلَتِكِ؟,당신(여)은 가족을 방문하러 (가십니까)?
6과,يَعْمَلُ,일하십니까,هَلْ يَعْمَلُ الْمُوَظَّفُونَ فِي الْمَطَارِ؟,직원들은 공항에서 (일하십니까)?
6과,تَحْضُرُونَ,참석하십니까,هَلْ تَحْضُرُونَ الْاجْتِمَاعَ الْيَوْمَ؟,당신들은 오늘 회의에 (참석하십니까)?
6과,تَعْمَلْنَ,일하십니까,هَلْ تَعْمَلْنَ فِي الْحُكُومَةِ؟,당신들(여)은 정부에서 (일하십니까)?
6과,يَشْرَبُ,마십니까,هَلْ يَشْرَبُ الْأُسْتَاذُ الْقَهْوَةَ؟,교수님은 커피를 (마십니까)?
6과,تَتْرُكُ,그만둡니까,هَلْ تَتْرُكُ عَمَلَكَ؟,당신은 일을 (그만둡니까)?
6과,تَأْكُلُ,먹습니까,هَلْ تَأْكُلُ الْكَبَابَ؟,당신은 케밥을 (먹습니까)?
6과,يَنْزِلُ,내립니까,هَلْ يَنْزِلُ الْمَطَرُ كَثِيرًا؟,비가 많이 (내립니까)?
6과,الرَّئِيسُ,대통령,سَيَزُورُ الرَّئِيسُ الْعَرَبِيُّ كُورِيَا قَرِيبًا.,아랍 (대통령)이 곧 한국을 방문할 것이다.
6과,فُصُولٍ,계절,فِي كُورِيَا أَرْبَعَةُ فُصُولٍ.,한국에는 4개의 (계절)이 있다.
6과,صَدِيقِي,친구,يَدْرُسُ صَدِيقِي اللُّغَةَ الْعَرَبِيَّةَ.,내 (친구)는 아랍어를 공부한다.
6과,الْمِصْرِيُّ,관광객,أَلسَّائِحُ الْمِصْرِيُّ يَشْرَبُونَ الشَّايَ الْكُورِيَّ.,그 이집트 (관광객)은 한국 차를 마신다.
6과,كِتَابٌ,책,عَلَى الْمَكْتَبِ هُنَاكَ كِتَابٌ وَقَلَمٌ.,책상 위에 (책)과 펜이 있다.
6과,الْمَرْأَةُ,여자,تَعْمَلُ الْمَرْأَةُ فِي الْبَنْكِ.,그 (여자)는 은행에서 일한다.
6과,الْوَلَدُ,소년,يَقْرَأُ الْوَلَدُ كِتَابًا عَنِ الْإِسْلَامِ.,그 (소년)은 이슬람에 관한 책을 읽는다.
6과,رِسَالَةً,편지,يَكْتُبُونَ رِسَالَةً لِأُسْرَتِهِمْ.,그들은 가족에게 (편지)를 쓴다.
6과,الطَّبِيبُ,의사,يَعْمَلُ الطَّبِيبُ فِي مُسْتَشْفَى الْجَامِعَةِ.,그 (의사)는 대학 병원에서 일한다.
6과,الْمُهَنْدِسُونَ,엔지니어,يَعْمَلُ الْمُهَنْدِسُونَ فِي مَصْنَعٍ فِي السُّعُودِيَّةِ.,그 (엔지니어)들은 사우디의 한 공장에서 일한다.
6과,الْأُسْتَاذُ,교수,سَيَزُورُ الْأُسْتَاذُ السُّعُودِيُّ جَامِعَتَنَا غَدًا.,그 사우디 (교수)님은 내일 우리 대학을 방문할 것이다.
6과,كُرْسِيٌّ,의자,فِي الصَّفِّ هُنَاكَ كُرْسِيٌّ وَمَكْتَبٌ.,교실에는 (의자)와 책상이 있다.
6과,زَمِيلِي,동료,سَأَكُلُ الْعَشَاءَ مَعَ زَمِيلِي.,나는 내 (동료)와 저녁을 먹을 것이다.
6과,شَاعِرٌ,시인,أَلْأَسَاتِذَةُ شَاعِرٌ وَأَدِيبٌ.,그 교수님들은 (시인)이자 문학가이다.
6과,الْغَنِيُّ,부자,يَسْكُنُ الْغَنِيُّ فَقَطْ فِي هٰذِهِ الْمَدِينَةِ.,오직 (부자)만이 이 도시에 산다.
6과,الطَّالِبِ,학생,أَدْرُسُ مَعَ الطَّالِبِ الْجَدِيدِ فِي السَّنَةِ الْأُولَى.,나는 1학년 (신입생)과 함께 공부한다.
6과,مَدْرَسَةٌ,학교,فِي هٰذِهِ الْمِنْطَقَةِ هُنَاكَ مَدْرَسَةٌ، وَمَطْعَمٌ، وَبَنْكٌ.,"이 지역에는 (학교), 식당, 은행이 있다."
6과,الْمُوَظَّفِينَ,직원,أَنَا أَعْمَلُ مَعَ الْمُوَظَّفِينَ الْأَجْنَبِيِّ.,나는 외국인 (직원)들과 함께 일한다.
